venue_code,title,start_date,end_date,summary,url,notes
dellav,Transforming Energy: Marina Abramović,2026-05-06,2026-10-18,"Internationally renowned artist Marina Abramović will make history in 2026 as the first living female artist to be honored with a major exhibition at the Gallerie dell’Accademia in Venice. Transforming Energy, presented on the occasion of the 61st Venice Biennale, will be open from May 6, 2026, and remain on view until October 18, 2026. The exhibition marks the artist’s 80th birthday and establishes a profound dialogue between her pioneering performance art and the Renaissance masterpieces that have shaped Venice’s cultural identity. Curated by Shai Baitel, Artistic Director of the Modern Art Museum (MAM) Shanghai, in close collaboration with the artist, the exhibition unfolds both in the permanent collection galleries and in the temporary exhibition spaces—an absolute first in the institution’s history—placing Abramović’s work at the very heart of Venetian heritage. At the heart of Transforming Energy lies the encounter between past and present, the material and the immaterial, body and spirit. Visitors are invited to experience a series of interactive “Transitory Objects”—beds and stone structures embedded with crystals—by lying down, sitting, or standing on them, activating what Marina Abramović defines as a “transmission of energy.” Iconic works such as Imponderabilia (1977), Rhythm 0 (1974), Light/Dark (1977), Balkan Baroque (1997), and Carrying the Skeleton (2008) are presented alongside projections of historical performances, while new creations produced for the occasion highlight her long-standing exploration of endurance, vulnerability, and transformation.",https://www.gallerieaccademia.it/en/exhibition/transforming-energy-marina-abramovic/,"Found on the venue's ""current"" listing page. opening date read from a sentence, not a date field: ""6 May 2026-18 October 2026""."
dellav,TransLucent — The Form of Light,2026-09-10,2026-11-22,"Starting on 10 September, the Gallerie dell'Accademia di Venezia will present Leiko Ikemura. TransLucent — The Form of Light, an exhibition dedicated to the glass sculptures of Leiko Ikemura, one of the most acclaimed contemporary artists on the international art scene. The works are displayed throughout the museum's historic galleries in dialogue with masterpieces from the permanent collection, ranging from Paolo Veneziano and Vittore Carpaccio to Titian and Giambattista Tiepolo. The exhibition brings Ikemura's contemporary artistic research into conversation with the Venetian painting tradition, creating a journey of iconographic, symbolic, and spiritual connections. Building on her extensive experience in painting and sculpture, Leiko Ikemura explores the expressive possibilities of glass, reaffirming the interdisciplinary nature of her artistic practice. The transparency and almost immaterial quality of glass become the medium for exploring universal themes such as transformation, fragility, and transcendence. Her interest in glass emerged during the years of the Covid-19 pandemic, when the luminosity and evanescent nature of this material took on a profound symbolic meaning for the artist. Beyond its technical properties, her works evoke light taking form, suggesting a presence suspended between the visible and the invisible. Leiko Ikemura, Yellow Figure with Hummingbird, 2020, vetro colato / cast glass, 32 x 33 x 13 cm © Leiko Ikemura. Photo: Jörg von Bruchhausen The exhibition brings together female figures, hybrid creatures, fantastical animals, and sleeping faces—recurring motifs in Ikemura's poetic universe. Nature, humanity, and imagination merge into a delicate and visionary visual language. These works engage in dialogue with the paintings in the Gallerie dell'Accademia's collection, revealing unexpected affinities around themes of motherhood, metamorphosis, contemplation, life, death and transcendence. The exhibition also includes a new work created s",https://www.gallerieaccademia.it/en/exhibition/leiko-ikemura-translucent-the-shape-of-light/,"Found on the venue's ""current"" listing page. opening and closing date read from a sentence, not a date field: ""10 set 2026 - 22 nov 2026""."
